VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2020-12-01 06:36:49,2020-12-01 06:47:39,1,3.30,1,N,263,107,1,11.5,2.5,0.5,3.7,0,0.3,18.5,2.5
2,2020-12-01 06:35:57,2020-12-01 07:08:03,1,21.09,2,N,143,132,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5
1,2020-12-01 06:26:54,2020-12-01 06:37:01,1,2.60,1,N,262,163,2,10.5,2.5,0.5,0,0,0.3,13.8,2.5
1,2020-12-01 06:55:09,2020-12-01 07:03:43,1,2.00,1,N,237,75,1,9,2.5,0.5,3.05,0,0.3,15.35,2.5
2,2020-12-01 06:13:17,2020-12-01 06:19:08,1,1.60,1,N,68,161,1,7,0,0.5,1.75,0,0.3,12.05,2.5
2,2020-12-01 06:27:36,2020-12-01 06:33:32,1,.96,1,N,186,170,1,6,0,0.5,1.86,0,0.3,11.16,2.5
2,2020-12-01 06:40:53,2020-12-01 06:48:34,1,1.05,1,N,186,161,2,7,0,0.5,0,0,0.3,10.3,2.5
1,2020-12-01 06:25:30,2020-12-01 06:33:58,0,1.50,1,N,100,162,2,8,2.5,0.5,0,0,0.3,11.3,2.5
1,2020-12-01 06:46:23,2020-12-01 06:51:26,0,1.60,1,N,100,163,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5
2,2020-12-01 06:15:44,2020-12-01 06:27:00,1,3.16,1,N,186,261,1,11,0,0.5,1,0,0.3,15.3,2.5
2,2020-12-01 06:33:25,2020-12-01 06:44:08,1,3.38,1,N,113,142,1,12,0,0.5,2,0,0.3,17.3,2.5
2,2020-12-01 06:40:01,2020-12-01 06:51:11,4,5.41,1,N,143,244,2,17,0,0.5,0,0,0.3,20.3,2.5
2,2020-12-01 06:12:25,2020-12-01 06:34:52,1,6.91,1,N,239,87,1,23,0,0.5,5.26,0,0.3,31.56,2.5
2,2020-12-01 06:51:13,2020-12-01 06:58:15,1,1.42,1,N,100,163,2,7,0,0.5,0,0,0.3,10.3,2.5
1,2020-12-01 06:35:36,2020-12-01 06:43:48,1,2.50,1,N,263,233,2,9.5,2.5,0.5,0,0,0.3,12.8,2.5
1,2020-12-01 06:50:34,2020-12-01 06:54:15,1,.60,1,N,229,162,1,4.5,2.5,0.5,1.55,0,0.3,9.35,2.5
1,2020-12-01 06:14:33,2020-12-01 06:26:30,1,2.50,1,N,143,263,1,11,2.5,0.5,4.25,0,0.3,18.55,2.5
1,2020-12-01 06:34:17,2020-12-01 06:37:20,1,1.00,1,N,239,236,1,5,2.5,0.5,2,0,0.3,10.3,2.5
1,2020-12-01 06:38:08,2020-12-01 06:47:12,1,2.30,1,N,236,233,3,9.5,2.5,0.5,0,0,0.3,12.8,2.5
1,2020-12-01 06:49:52,2020-12-01 07:01:25,1,3.30,1,N,233,75,1,12,2.5,0.5,0,0,0.3,15.3,2.5
2,2020-12-01 06:33:53,2020-12-01 07:29:53,1,47.13,5,N,132,265,1,150,0,0,0,0,0.3,150.3,0
2,2020-12-01 06:16:10,2020-12-01 06:22:02,1,1.46,1,N,162,234,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
2,2020-12-01 06:40:22,2020-12-01 06:51:31,1,2.10,1,N,162,140,1,10,0,0.5,3.33,0,0.3,16.63,2.5
2,2020-12-01 06:19:38,2020-12-01 06:23:40,2,1.07,1,N,263,237,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,2020-12-01 06:49:48,2020-12-01 07:06:14,1,6.33,1,N,140,13,1,20.5,0,0.5,3,0,0.3,26.8,2.5
1,2020-12-01 06:13:03,2020-12-01 06:25:14,1,3.80,1,N,236,68,1,13,2.5,0.5,1,0,0.3,17.3,2.5
1,2020-12-01 06:56:58,2020-12-01 07:03:55,1,2.60,1,N,239,246,1,9.5,2.5,0.5,2,0,0.3,14.8,2.5
2,2020-12-01 06:56:38,2020-12-01 07:16:22,5,6.44,1,N,239,261,1,21.5,0,0.5,4.96,0,0.3,29.76,2.5
2,2020-12-01 06:03:11,2020-12-01 06:03:35,1,.00,1,N,226,226,2,2.5,0.5,0.5,0,0,0.3,3.8,0
2,2020-12-01 06:04:40,2020-12-01 06:04:56,1,.00,1,N,226,226,2,2.5,0.5,0.5,0,0,0.3,3.8,0
2,2020-12-01 06:08:37,2020-12-01 06:08:56,2,.00,1,N,226,226,2,2.5,0,0.5,0,0,0.3,3.3,0
2,2020-12-01 06:44:58,2020-12-01 06:49:03,1,.76,1,N,170,137,1,5,0,0.5,2.49,0,0.3,10.79,2.5
2,2020-12-01 06:50:58,2020-12-01 06:56:23,1,2.27,1,N,137,232,1,8.5,0,0.5,1,0,0.3,12.8,2.5
1,2020-12-01 06:13:47,2020-12-01 06:21:24,1,1.90,1,N,237,161,1,8,2.5,0.5,2.26,0,0.3,13.56,2.5
1,2020-12-01 06:27:11,2020-12-01 06:30:44,1,1.00,1,N,237,236,2,5,2.5,0.5,0,0,0.3,8.3,2.5
1,2020-12-01 06:33:55,2020-12-01 06:39:05,1,1.10,1,N,236,141,1,6,2.5,0.5,2.79,0,0.3,12.09,2.5
2,2020-12-01 06:39:49,2020-12-01 06:47:18,1,2.56,1,N,65,264,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5
2,2020-12-01 06:37:33,2020-12-01 06:52:12,1,2.78,1,N,236,230,1,12,0,0.5,3.06,0,0.3,18.36,2.5
1,2020-12-01 06:59:29,2020-12-01 07:13:32,1,3.40,1,N,186,141,1,12.5,2.5,0.5,0,0,0.3,15.8,2.5
2,2020-12-01 06:19:08,2020-12-01 06:24:55,1,1.71,1,N,186,163,2,7,0,0.5,0,0,0.3,10.3,2.5
2,2020-12-01 06:48:11,2020-12-01 06:52:13,1,1.56,1,N,186,142,1,6,0,0.5,1.86,0,0.3,11.16,2.5
2,2020-12-01 06:32:15,2020-12-01 06:35:32,1,.64,1,N,48,230,1,4,0,0.5,1.46,0,0.3,8.76,2.5
2,2020-12-01 06:49:34,2020-12-01 06:54:02,1,1.29,1,N,100,50,2,6,0,0.5,0,0,0.3,9.3,2.5
1,2020-12-01 06:07:41,2020-12-01 06:11:36,2,.80,1,N,236,75,2,5,2.5,0.5,0,0,0.3,8.3,2.5
1,2020-12-01 06:41:44,2020-12-01 06:51:56,1,2.10,1,N,107,161,1,10,2.5,0.5,2.65,0,0.3,15.95,2.5
2,2020-12-01 05:57:29,2020-12-01 05:59:15,2,.67,1,N,107,137,1,4,0,0.5,1.46,0,0.3,8.76,2.5
2,2020-12-01 06:08:14,2020-12-01 06:18:13,2,.98,1,N,107,234,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,2020-12-01 06:47:35,2020-12-01 07:00:50,1,1.82,1,N,223,7,2,10,0,0.5,0,0,0.3,10.8,0
2,2020-12-01 06:57:36,2020-12-01 07:08:44,1,1.99,1,N,142,141,2,10,0,0.5,0,0,0.3,13.3,2.5
2,2020-12-01 06:15:31,2020-12-01 06:37:39,1,2.68,1,N,7,7,2,16,0,0.5,0,0,0.3,16.8,0
2,2020-12-01 06:24:11,2020-12-01 06:34:47,6,3.42,1,N,186,261,1,11.5,0,0.5,3,0,0.3,17.8,2.5
2,2020-12-01 06:31:17,2020-12-01 06:37:40,2,1.30,1,N,162,234,1,7,0,0.5,0,0,0.3,10.3,2.5
2,2020-12-01 06:43:59,2020-12-01 06:48:58,2,1.04,1,N,186,161,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,2020-12-01 06:39:39,2020-12-01 06:42:25,4,.99,1,N,162,107,1,5,0,0.5,1.66,0,0.3,9.96,2.5
2,2020-12-01 06:52:42,2020-12-01 07:02:30,4,2.67,1,N,100,238,1,10.5,0,0.5,2,0,0.3,15.8,2.5
2,2020-12-01 06:39:59,2020-12-01 06:49:07,6,2.01,1,N,142,236,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5
1,2020-12-01 06:15:01,2020-12-01 06:18:50,1,1.00,1,N,186,234,2,5,2.5,0.5,0,0,0.3,8.3,2.5
1,2020-12-01 06:40:52,2020-12-01 06:47:51,1,1.10,1,N,170,246,1,6.5,2.5,0.5,2.45,0,0.3,12.25,2.5
1,2020-12-01 06:04:52,2020-12-01 06:10:05,1,1.00,1,N,140,140,1,6,2.5,0.5,2.3,0,0.3,11.6,2.5
1,2020-12-01 06:27:09,2020-12-01 06:37:58,1,3.90,1,N,236,234,1,13,2.5,0.5,4.85,0,0.3,21.15,2.5
1,2020-12-01 06:52:31,2020-12-01 06:55:58,1,1.30,1,N,249,231,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
1,2020-12-01 06:15:50,2020-12-01 06:29:15,1,4.60,1,N,238,158,1,14.5,2.5,0.5,3.55,0,0.3,21.35,2.5
1,2020-12-01 06:45:47,2020-12-01 06:48:18,1,.80,1,N,238,43,1,4.5,0,0.5,1.06,0,0.3,6.36,0
1,2020-12-01 06:26:55,2020-12-01 06:29:44,1,.50,1,N,224,224,2,4,2.5,0.5,0,0,0.3,7.3,2.5
1,2020-12-01 06:41:02,2020-12-01 06:49:18,1,1.90,1,N,229,262,1,8,2.5,0.5,2,0,0.3,13.3,2.5
1,2020-12-01 06:16:39,2020-12-01 06:37:44,1,9.40,1,N,236,231,1,28.5,2.5,0.5,6.35,0,0.3,38.15,2.5
1,2020-12-01 06:24:41,2020-12-01 06:29:28,1,.70,1,N,90,113,4,5,2.5,0.5,0,0,0.3,8.3,2.5
1,2020-12-01 06:59:23,2020-12-01 07:07:35,1,1.80,1,N,79,170,1,8.5,2.5,0.5,2.95,0,0.3,14.75,2.5
2,2020-12-01 06:32:34,2020-12-01 06:38:41,1,1.15,1,N,186,161,1,6,0,0.5,0.93,0,0.3,10.23,2.5
2,2020-12-01 06:46:47,2020-12-01 06:50:44,1,.86,1,N,100,163,1,5,0,0.5,1,0,0.3,9.3,2.5
2,2020-12-01 06:49:52,2020-12-01 06:57:45,2,1.51,1,N,48,162,1,7.5,0,0.5,2,0,0.3,12.8,2.5
2,2020-12-01 06:43:26,2020-12-01 06:46:28,2,1.06,1,N,7,193,2,5,0,0.5,0,0,0.3,5.8,0
2,2020-12-01 06:53:27,2020-12-01 07:05:31,2,1.98,1,N,143,230,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5
2,2020-12-01 06:46:26,2020-12-01 07:03:06,1,5.95,1,N,50,74,2,19,0,0.5,0,0,0.3,22.3,2.5
2,2020-12-01 06:13:04,2020-12-01 06:17:09,5,.30,1,N,151,24,2,3.5,0,0.5,0,0,0.3,4.3,0
1,2020-12-01 06:03:17,2020-12-01 06:04:53,1,.60,1,N,230,186,2,4,2.5,0.5,0,0,0.3,7.3,2.5
1,2020-12-01 06:15:18,2020-12-01 06:21:45,1,1.40,1,N,186,161,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5
1,2020-12-01 06:46:23,2020-12-01 06:56:35,1,1.80,1,N,100,162,2,9,2.5,0.5,0,0,0.3,12.3,2.5
2,2020-12-01 06:52:33,2020-12-01 07:01:45,1,2.38,1,N,237,75,1,9,0,0.5,0,0,0.3,12.3,2.5
2,2020-12-01 06:08:16,2020-12-01 06:16:19,1,2.61,1,N,107,13,1,10,0,0.5,2.66,0,0.3,15.96,2.5
2,2020-12-01 06:56:13,2020-12-01 07:05:48,1,1.97,1,N,164,163,1,9,0,0.5,3.08,0,0.3,15.38,2.5
2,2020-12-01 06:47:49,2020-12-01 07:07:57,1,5.77,1,N,90,152,1,19.5,0,0.5,6.84,0,0.3,29.64,2.5
2,2020-12-01 06:06:06,2020-12-01 06:13:06,2,.95,1,N,162,100,1,6.5,0,0.5,0,0,0.3,9.8,2.5
1,2020-12-01 06:24:08,2020-12-01 06:29:28,1,1.60,1,N,186,50,1,7,2.5,0.5,2.55,0,0.3,12.85,2.5
2,2020-12-01 06:48:26,2020-12-01 06:50:34,1,.65,1,N,262,140,1,4,0,0.5,2.7,0,0.3,10,2.5
1,2020-12-01 06:12:29,2020-12-01 06:17:33,1,1.70,1,N,186,163,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5
1,2020-12-01 06:52:20,2020-12-01 06:57:27,1,1.10,1,N,186,230,1,6,2.5,0.5,0,0,0.3,9.3,2.5
1,2020-12-01 06:00:13,2020-12-01 06:06:27,1,.90,1,N,161,230,1,6,2.5,0.5,1.86,0,0.3,11.16,2.5
1,2020-12-01 06:34:11,2020-12-01 06:41:41,1,1.30,1,N,170,186,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5
2,2020-12-01 06:35:15,2020-12-01 06:54:07,1,4.35,1,N,226,43,1,16,0,0.5,5.79,0,0.3,25.09,2.5
2,2020-12-01 06:34:30,2020-12-01 06:37:01,1,.80,1,N,107,137,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2020-12-01 06:00:30,2020-12-01 06:09:15,3,2.55,1,N,263,162,1,9.5,0,0.5,3.2,0,0.3,16,2.5
2,2020-12-01 06:21:10,2020-12-01 06:27:50,3,1.69,1,N,236,140,1,7.5,0,0.5,2.7,0,0.3,13.5,2.5
2,2020-12-01 06:52:19,2020-12-01 06:59:13,2,1.62,1,N,236,162,2,7,0,0.5,0,0,0.3,10.3,2.5
1,2020-12-01 06:25:25,2020-12-01 07:01:23,1,21.30,1,N,132,26,1,58.5,0,0.5,2,0,0.3,61.3,0
1,2020-12-01 06:33:53,2020-12-01 06:42:12,1,2.10,1,N,186,79,1,8.5,2.5,0.5,2.35,0,0.3,14.15,2.5
1,2020-12-01 06:52:25,2020-12-01 07:09:22,1,5.70,1,N,68,75,2,19.5,2.5,0.5,0,0,0.3,22.8,2.5
1,2020-12-01 06:42:34,2020-12-01 06:50:03,1,1.60,1,N,186,161,1,7.5,2.5,0.5,2.15,0,0.3,12.95,2.5
1,2020-12-01 06:37:49,2020-12-01 06:39:45,1,.40,1,N,42,42,2,3.5,0,0.5,0,0,0.3,4.3,0
2,2020-12-01 06:47:52,2020-12-01 06:59:35,1,4.84,1,N,170,87,1,15.5,0,0.5,3.76,0,0.3,22.56,2.5
2,2020-12-01 06:53:35,2020-12-01 07:09:27,2,8.20,1,N,87,74,1,24,0,0.5,5.46,0,0.3,32.76,2.5
2,2020-12-01 06:12:07,2020-12-01 06:13:04,1,.32,1,N,239,143,1,3,0,0.5,0.63,0,0.3,6.93,2.5
2,2020-12-01 06:57:56,2020-12-01 07:06:52,1,1.79,1,N,142,162,1,9,0,0.5,2.46,0,0.3,14.76,2.5
1,2020-12-01 06:12:09,2020-12-01 06:15:06,1,1.20,1,Y,186,142,1,5.5,2.5,0.5,2.2,0,0.3,11,2.5
1,2020-12-01 06:58:16,2020-12-01 07:00:47,0,1.00,1,N,239,50,2,5,2.5,0.5,0,0,0.3,8.3,2.5
2,2020-12-01 06:45:17,2020-12-01 06:54:26,1,1.68,1,N,162,140,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5
2,2020-12-01 05:58:55,2020-12-01 06:00:16,1,.59,1,N,193,193,2,3.5,0,0.5,0,0,0.3,4.3,0
2,2020-12-01 06:44:19,2020-12-01 06:55:44,1,2.56,1,N,229,143,1,11,0,0.5,3,0,0.3,17.3,2.5
1,2020-12-01 06:15:37,2020-12-01 06:20:05,1,1.20,1,N,262,140,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5
1,2020-12-01 06:41:50,2020-12-01 06:52:53,1,2.50,1,N,75,239,1,11,2.5,0.5,2.85,0,0.3,17.15,2.5
2,2020-12-01 06:56:14,2020-12-01 07:02:14,1,1.49,1,N,233,161,1,7,0,0.5,1.54,0,0.3,11.84,2.5
1,2020-12-01 06:37:06,2020-12-01 06:45:25,1,2.00,1,N,170,142,1,8.5,2.5,0.5,2,0,0.3,13.8,2.5
1,2020-12-01 06:52:55,2020-12-01 06:56:53,1,.80,1,N,48,246,1,5,2.5,0.5,1.65,0,0.3,9.95,2.5
2,2020-12-01 06:39:13,2020-12-01 06:42:33,1,.55,1,N,141,140,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5
1,2020-12-01 06:26:51,2020-12-01 06:28:52,2,.50,1,N,229,140,2,4,2.5,0.5,0,0,0.3,7.3,2.5
2,2020-12-01 06:09:35,2020-12-01 06:14:35,2,1.54,1,N,236,238,1,7,0,0.5,1.54,0,0.3,11.84,2.5
2,2020-12-01 06:15:50,2020-12-01 06:23:29,2,.98,1,N,238,166,2,5.5,0,0.5,0,0,0.3,6.3,0
2,2020-12-01 06:51:53,2020-12-01 06:55:22,2,.68,1,N,237,237,2,4.5,0,0.5,0,0,0.3,7.8,2.5
2,2020-12-01 06:19:24,2020-12-01 06:32:48,1,2.89,1,N,140,50,1,11.5,0,0.5,4.44,0,0.3,19.24,2.5
1,2020-12-01 06:10:23,2020-12-01 06:54:06,1,.00,1,N,39,241,1,60.03,0,0.5,0,0,0.3,60.83,0
2,2020-12-01 06:54:39,2020-12-01 07:03:31,2,.84,1,N,142,140,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
1,2020-12-01 06:25:02,2020-12-01 06:33:39,1,3.00,1,N,107,256,2,11,2.5,0.5,0,0,0.3,14.3,2.5
1,2020-12-01 06:48:47,2020-12-01 06:55:14,1,2.00,1,N,137,140,1,7.5,2.5,0.5,1.5,0,0.3,12.3,2.5
2,2020-12-01 06:00:06,2020-12-01 06:09:59,1,2.98,1,N,263,100,1,11,0,0.5,1,0,0.3,15.3,2.5
2,2020-12-01 06:32:06,2020-12-01 06:37:58,1,1.90,1,N,140,233,1,8,0,0.5,1.47,0,0.3,12.77,2.5
2,2020-12-01 06:52:56,2020-12-01 06:57:49,1,.85,1,N,237,140,1,5.5,0,0.5,2.2,0,0.3,11,2.5
2,2020-12-01 06:19:50,2020-12-01 06:39:08,3,5.54,1,N,186,49,2,18.5,0,0.5,0,0,0.3,21.8,2.5
2,2020-12-01 06:14:57,2020-12-01 06:19:36,1,1.03,1,N,162,140,1,5.5,0,0.5,2.2,0,0.3,11,2.5
2,2020-12-01 06:40:21,2020-12-01 06:42:37,1,.52,1,N,164,234,1,4,0,0.5,0.73,0,0.3,8.03,2.5
2,2020-12-01 06:54:12,2020-12-01 06:57:55,1,.95,1,N,186,230,1,5,0,0.5,2.08,0,0.3,10.38,2.5
1,2020-12-01 06:00:29,2020-12-01 06:04:34,1,1.60,1,N,186,50,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5
1,2020-12-01 06:46:32,2020-12-01 06:52:18,1,1.10,1,N,48,161,1,6,2.5,0.5,2.75,0,0.3,12.05,2.5
1,2020-12-01 06:21:36,2020-12-01 06:26:13,1,1.10,1,N,186,230,2,6,2.5,0.5,0,0,0.3,9.3,2.5
1,2020-12-01 06:35:51,2020-12-01 06:41:00,1,1.00,1,N,186,230,1,6,2.5,0.5,0,0,0.3,9.3,2.5
1,2020-12-01 06:52:53,2020-12-01 07:00:28,1,1.20,1,N,186,233,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5
2,2020-12-01 06:48:58,2020-12-01 06:57:22,1,1.51,1,N,90,79,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
1,2020-12-01 06:17:06,2020-12-01 06:20:58,1,1.20,1,N,186,230,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
1,2020-12-01 06:25:24,2020-12-01 06:31:40,1,1.60,1,N,186,107,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5
1,2020-12-01 06:35:25,2020-12-01 06:47:33,1,4.60,1,Y,79,75,1,14,2.5,0.5,5.15,0,0.3,22.45,2.5
1,2020-12-01 06:53:52,2020-12-01 07:13:39,2,7.50,1,N,237,217,1,23.5,2.5,0.5,2,0,0.3,28.8,2.5
1,2020-12-01 06:33:33,2020-12-01 06:39:52,2,1.70,1,N,140,233,1,8,2.5,0.5,2.25,0,0.3,13.55,2.5
1,2020-12-01 06:44:14,2020-12-01 06:47:59,1,.60,1,N,229,140,1,5,2.5,0.5,1.66,0,0.3,9.96,2.5
1,2020-12-01 06:57:44,2020-12-01 07:06:27,1,1.50,1,N,263,140,1,8,2.5,0.5,2.25,0,0.3,13.55,2.5
2,2020-12-01 06:24:54,2020-12-01 06:33:22,1,2.44,1,N,75,141,1,9,0,0.5,3.08,0,0.3,15.38,2.5
2,2020-12-01 06:42:01,2020-12-01 06:48:48,1,1.22,1,N,161,68,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,2020-12-01 06:53:03,2020-12-01 07:00:45,1,1.19,1,N,100,137,1,7,0,0.5,1.5,0,0.3,11.8,2.5
2,2020-12-01 06:13:26,2020-12-01 06:20:59,1,1.89,1,N,161,68,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,2020-12-01 06:26:59,2020-12-01 06:35:20,1,1.53,1,N,158,211,1,7.5,0,0.5,2.7,0,0.3,13.5,2.5
2,2020-12-01 06:41:43,2020-12-01 06:46:07,1,1.64,1,N,113,170,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
2,2020-12-01 06:08:24,2020-12-01 06:20:05,1,4.25,1,N,226,137,1,13.5,0,0.5,3.36,0,0.3,20.16,2.5
2,2020-12-01 06:44:46,2020-12-01 06:49:07,1,1.08,1,N,75,236,1,5.5,0,0.5,1,0,0.3,9.8,2.5
2,2020-12-01 06:51:14,2020-12-01 06:59:32,4,1.63,1,N,151,75,1,8,0,0.5,1,0,0.3,9.8,0
2,2020-12-01 06:53:08,2020-12-01 07:00:51,1,2.63,1,N,224,140,1,9.5,0,0.5,0,0,0.3,12.8,2.5
1,2020-12-01 06:28:22,2020-12-01 06:36:47,1,2.10,1,N,186,163,2,8.5,2.5,0.5,0,0,0.3,11.8,2.5
1,2020-12-01 06:57:24,2020-12-01 07:06:43,0,1.40,1,N,186,158,1,8.5,2.5,0.5,1,0,0.3,12.8,2.5
2,2020-12-01 06:55:51,2020-12-01 07:01:53,5,1.49,1,N,236,162,1,7,0,0.5,1.54,0,0.3,11.84,2.5
2,2020-12-01 06:08:57,2020-12-01 06:12:22,1,.71,1,N,48,230,2,4.5,0,0.5,0,0,0.3,7.8,2.5
2,2020-12-01 06:16:43,2020-12-01 06:21:41,1,.85,1,N,186,230,1,5.5,0,0.5,2.2,0,0.3,11,2.5
2,2020-12-01 06:28:12,2020-12-01 06:33:32,1,1.09,1,N,186,161,1,5.5,0,0.5,1,0,0.3,9.8,2.5
2,2020-12-01 06:43:07,2020-12-01 06:50:03,1,2.05,1,N,90,48,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,2020-12-01 06:56:42,2020-12-01 06:58:36,1,.67,1,N,100,48,1,4,0,0.5,0,0,0.3,7.3,2.5
2,2020-12-01 06:24:37,2020-12-01 06:30:56,1,1.77,1,N,264,264,1,7.5,0,0.5,0,0,0.3,10.8,2.5
2,2020-12-01 06:45:23,2020-12-01 06:49:38,1,.98,1,N,264,264,1,5.5,0,0.5,2.64,0,0.3,11.44,2.5
2,2020-12-01 06:43:21,2020-12-01 06:47:26,3,1.00,1,N,162,137,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,2020-12-01 06:49:21,2020-12-01 07:03:04,2,3.92,1,N,233,75,2,13.5,0,0.5,0,0,0.3,16.8,2.5
2,2020-12-01 06:11:50,2020-12-01 06:19:50,1,2.34,1,N,263,161,2,9,0,0.5,0,0,0.3,12.3,2.5
2,2020-12-01 06:27:33,2020-12-01 06:32:15,1,1.14,1,N,186,230,1,6,0,0.5,1.86,0,0.3,11.16,2.5
2,2020-12-01 06:47:30,2020-12-01 07:00:13,1,2.69,1,N,186,140,1,11,0,0.5,2.86,0,0.3,17.16,2.5
1,2020-12-01 06:17:30,2020-12-01 06:37:25,1,10.60,1,N,162,138,1,30.5,2.5,0.5,7.95,6.12,0.3,47.87,2.5
1,2020-12-01 06:50:44,2020-12-01 06:59:26,1,2.50,1,Y,138,260,1,10,0,0.5,3.2,0,0.3,14,0
2,2020-12-01 06:53:24,2020-12-01 07:06:22,1,3.92,1,N,236,234,1,13.5,0,0.5,3.36,0,0.3,20.16,2.5
2,2020-12-01 06:15:32,2020-12-01 06:21:55,1,1.60,1,N,238,75,1,7,0,0.5,5,0,0.3,15.3,2.5
2,2020-12-01 06:26:07,2020-12-01 06:36:18,1,6.82,1,N,262,209,2,19.5,0,0.5,0,0,0.3,22.8,2.5
2,2020-12-01 06:50:13,2020-12-01 06:55:24,1,1.49,1,N,79,137,1,6.5,0,0.5,1.18,0,0.3,10.98,2.5
2,2020-12-01 06:06:15,2020-12-01 06:57:02,1,29.12,1,N,155,136,1,78,0,0.5,2.75,6.12,0.3,87.67,0
1,2020-12-01 06:15:51,2020-12-01 06:20:21,1,1.00,1,N,68,68,1,5.5,2.5,0.5,3,0,0.3,11.8,2.5
1,2020-12-01 06:25:12,2020-12-01 06:33:07,1,1.00,1,N,186,170,1,7,2.5,0.5,1,0,0.3,11.3,2.5
1,2020-12-01 06:49:30,2020-12-01 06:57:35,1,1.30,1,N,186,161,1,7.5,2.5,0.5,2.15,0,0.3,12.95,2.5
2,2020-12-01 06:32:23,2020-12-01 06:41:48,1,1.66,1,N,142,237,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5
2,2020-12-01 06:50:17,2020-12-01 06:56:29,5,.97,1,N,234,234,1,6,0,0.5,1.86,0,0.3,11.16,2.5
1,2020-12-01 06:40:37,2020-12-01 06:46:51,1,1.10,1,N,143,238,1,6.5,2.5,0.5,2.5,0,0.3,12.3,2.5
2,2020-12-01 06:16:51,2020-12-01 06:20:50,2,1.18,1,N,186,230,1,5.5,0,0.5,2.2,0,0.3,11,2.5
2,2020-12-01 06:40:27,2020-12-01 06:45:35,2,1.75,1,N,68,163,1,7,0,0.5,2.06,0,0.3,12.36,2.5
2,2020-12-01 06:44:37,2020-12-01 06:54:08,1,2.62,1,N,141,137,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5
2,2020-12-01 06:50:45,2020-12-01 06:55:24,1,1.55,1,N,48,90,1,6.5,0,0.5,2.45,0,0.3,12.25,2.5
2,2020-12-01 06:54:33,2020-12-01 07:05:49,2,3.28,1,N,141,74,1,11.5,0,0.5,0,0,0.3,14.8,2.5
2,2020-12-01 06:39:12,2020-12-01 06:41:25,1,.88,1,N,233,107,1,4.5,0,0.5,1.17,0,0.3,8.97,2.5
2,2020-12-01 06:47:27,2020-12-01 06:52:42,1,1.37,1,N,263,237,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
1,2020-12-01 06:22:41,2020-12-01 06:27:52,1,.80,1,N,100,161,2,5,2.5,0.5,0,0,0.3,8.3,2.5
2,2020-12-01 06:54:53,2020-12-01 07:00:36,1,.52,1,N,236,75,2,5.5,0,0.5,0,0,0.3,8.8,2.5
2,2020-12-01 06:32:24,2020-12-01 06:57:42,1,5.84,1,N,41,60,2,22.5,0,0.5,0,0,0.3,23.3,0
2,2020-12-01 06:06:04,2020-12-01 06:10:43,1,1.25,1,N,161,234,2,6,0,0.5,0,0,0.3,9.3,2.5
2,2020-12-01 06:17:13,2020-12-01 06:30:55,1,4.02,1,N,68,75,2,14.5,0,0.5,0,0,0.3,17.8,2.5
2,2020-12-01 06:43:20,2020-12-01 06:49:32,1,1.52,1,N,141,233,1,7,0,0.5,2.58,0,0.3,12.88,2.5
1,2020-12-01 06:49:17,2020-12-01 06:56:49,1,1.50,1,N,74,263,2,7.5,2.5,0.5,0,0,0.3,10.8,2.5
2,2020-12-01 06:22:32,2020-12-01 06:28:29,1,1.13,1,N,75,43,1,6.5,0,0.5,1.46,0,0.3,8.76,0
2,2020-12-01 06:42:59,2020-12-01 06:46:16,1,.82,1,N,151,43,1,5,0,0.5,0.58,0,0.3,6.38,0
